#,latitude,longitude,d_centre,accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,minimum_nights,number_of_reviews,instant_bookable,room_type,price
12511,52.32118582,4.952328917,7.378257758,2,1,0,1,1,1,1,25,Not Possible,Entire home/apt,45
12513,52.3927093,4.873160043,2.330699814,2,1,1,1,2,1,4,3,Not Possible,Entire home/apt,90
12516,52.37287586,4.876054533,1.734089775,2,1,1,1,1,1,2,22,Not Possible,Entire home/apt,250
12517,52.36354883,4.879572485,2.199089341,2,1,1,1,1,1,3,23,Not Possible,Entire home/apt,200
12519,52.37288533,4.860184197,2.753082637,4,1,4,1,1,1,3,0,Not Possible,Entire home/apt,225
12522,52.34064325,4.894814538,4.294842384,4,1.5,2,1,4,1,3,6,Not Possible,Entire home/apt,311
12523,52.37913546,4.877006003,1.521199353,2,1,0,1,2,1,3,6,Not Possible,Entire home/apt,82
12525,52.35476661,4.854777791,4.067620716,3,1.5,1,1,1,1,2,2,Not Possible,Entire home/apt,160
12526,52.35985396,4.839918597,4.573941479,2,1.5,1,1,1,1,1,0,Not Possible,Entire home/apt,80
12528,52.37213102,4.858078423,2.912929467,2,1,1,1,2,1,2,2,Not Possible,Entire home/apt,60
12530,52.36845594,4.87320041,2.142282185,2,1.5,1,1,2,2,1,25,Not Possible,Entire home/apt,150
12532,52.35202761,4.907612701,3.068945615,4,1,1,1,2,1,2,11,Not Possible,Entire home/apt,110
12533,52.3485057,4.847363674,4.910126292,2,1,1,1,1,1,4,3,Not Possible,Entire home/apt,130
12535,52.37630939,4.94481936,3.095577472,3,1,2,1,2,1,1,11,Not Possible,Entire home/apt,99
12536,52.36395537,4.852564858,3.602236306,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,90
12537,52.37072946,4.853279423,3.26904759,3,1,1,1,2,1,1,13,Not Possible,Entire home/apt,99
12538,52.35313007,4.902108223,2.90149395,2,1,1,1,1,1,4,1,Not Possible,Entire home/apt,115
12539,52.39853619,4.904521518,2.177501066,3,1,1,1,2,1,2,2,Not Possible,Entire home/apt,75
12540,52.35782814,4.863197288,3.417417632,2,1,1,1,4,1,3,9,Not Possible,Entire home/apt,90
12541,52.34964961,4.909507969,3.353032427,4,1,2,1,2,1,2,3,Not Possible,Entire home/apt,125
12542,52.37494806,4.860719313,2.668062923,2,1,1,1,1,1,2,8,Not Possible,Entire home/apt,95
12543,52.392498,4.891978057,1.562963868,2,1,2,1,3,1,5,0,Not Possible,Entire home/apt,175
12547,52.36202515,4.904437868,1.937349422,3,1,1,1,1,1,1,6,Not Possible,Entire home/apt,200
12550,52.37560392,4.873066352,1.832337385,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,120
12551,52.37052795,4.947235457,3.382907735,3,1.5,2,1,1,1,3,4,Not Possible,Entire home/apt,190
12553,52.36662352,4.872764573,2.285349704,4,1,2,1,1,1,2,50,Not Possible,Entire home/apt,150
12554,52.37293487,4.82785357,4.905241404,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,50
12555,52.36141068,4.854961401,3.606441478,2,1,1,1,1,1,3,3,Not Possible,Entire home/apt,55
12557,52.36115797,4.889621556,2.111344628,2,1,0,1,1,1,2,0,Not Possible,Entire home/apt,150
12558,52.36351962,4.861946403,3.082181916,4,1,1,1,2,1,3,6,Not Possible,Entire home/apt,135
12561,52.39008755,4.886750592,1.485420946,2,1,0,1,1,1,2,0,Not Possible,Entire home/apt,85
12562,52.36894121,4.86379391,2.672474313,4,1,2,1,2,1,3,12,Not Possible,Entire home/apt,130
12564,52.36239171,4.890401686,1.964560028,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,125
12565,52.36342427,4.923968793,2.416728466,2,1,1,1,1,1,2,8,Not Possible,Entire home/apt,155
12566,52.37086765,4.92460101,1.941862753,4,1,1,1,2,1,3,5,Not Possible,Entire home/apt,180
12567,52.40774818,4.933144006,3.911335065,4,1,3,1,1,1,4,2,Not Possible,Entire home/apt,200
12570,52.36574424,4.859725293,3.080401244,6,2,2,1,4,1,2,66,Not Possible,Entire home/apt,300
12575,52.35560397,4.857810063,3.852858995,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,150
12576,52.39164755,4.90737373,1.485576441,3,1,2,1,1,1,2,1,Not Possible,Entire home/apt,160
12577,52.37544907,4.846018844,3.647093257,4,1,0,1,2,1,1,8,Not Possible,Entire home/apt,85
12578,52.34761015,4.999881112,7.666679006,9,2,5,1,6,1,3,24,Not Possible,Entire home/apt,300
12582,52.32318424,4.974249803,8.032660175,4,1,2,1,1,1,3,18,Not Possible,Entire home/apt,129
12584,52.35982431,4.915186906,2.402812642,3,1,2,1,1,1,1,3,Not Possible,Entire home/apt,125
12587,52.36992038,4.875098057,1.945749642,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,80
12589,52.34487023,4.902535112,3.819490641,2,1.5,1,1,1,1,3,5,Not Possible,Entire home/apt,120
12591,52.36089798,4.890852751,2.114278969,2,1,1,1,1,1,2,12,Not Possible,Entire home/apt,155
12592,52.36327541,4.982786996,5.925458925,3,1,3,1,1,1,2,4,Not Possible,Entire home/apt,110
12594,52.3758172,4.859221067,2.753336169,2,1.5,2,1,1,1,2,6,Not Possible,Entire home/apt,98
12595,52.36931313,4.867015132,2.457785142,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,125
12596,52.36340001,4.888794243,1.897172263,4,1.5,3,1,4,1,3,5,Not Possible,Entire home/apt,300
12597,52.38047709,4.847482571,3.526746345,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,90
12598,52.36200289,4.843742115,4.233598907,4,1,2,1,4,1,10,7,Not Possible,Entire home/apt,220
12601,52.36388143,4.854614254,3.484122628,2,1,1,1,2,1,3,5,Not Possible,Entire home/apt,100
12602,52.37043914,4.868265518,2.327165213,3,1,2,1,3,1,3,1,Not Possible,Entire home/apt,150
12603,52.35759562,4.914901602,2.619118245,2,1,1,1,2,1,3,34,Not Possible,Entire home/apt,89
12604,52.37113638,4.876522641,1.793330233,2,1,1,1,1,1,60,0,Not Possible,Entire home/apt,110
12605,52.34510127,4.912086695,3.884139511,3,2,2,1,2,1,3,15,Not Possible,Entire home/apt,120
12607,52.38087128,4.853395298,3.128336525,4,1,2,1,1,1,3,15,Not Possible,Entire home/apt,100
12608,52.36396878,4.908563554,1.801270217,4,1,2,1,2,1,6,3,Not Possible,Entire home/apt,200
12609,52.37024008,4.864320454,2.581199805,3,1,2,1,2,1,4,1,Not Possible,Entire home/apt,125
12610,52.37772981,4.848597239,3.452146263,2,1,1,1,2,1,3,16,Not Possible,Entire home/apt,79
12614,52.35055789,4.913497508,3.321728125,4,1,2,1,1,1,1,2,Not Possible,Entire home/apt,175
12615,52.35669402,4.907155217,2.554107634,4,1,2,1,1,1,2,12,Not Possible,Entire home/apt,200
12616,52.3658617,4.935030434,2.833142788,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,175
12617,52.37762323,4.902706285,0.282204061,5,1.5,0,1,1,1,2,2,Not Possible,Entire home/apt,180
12618,52.38117496,4.87468069,1.693328144,2,1,1,1,1,1,1,9,Not Possible,Entire home/apt,105
12619,52.37813315,4.849074644,3.417949724,2,1,1,1,1,1,2,16,Not Possible,Entire home/apt,75
12621,52.35392421,4.871946251,3.370515387,3,1,1,1,2,1,2,30,Not Possible,Entire home/apt,178
12623,52.37403096,4.863769731,2.486179326,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,112
12625,52.36046268,4.86612768,3.071833589,4,1,1,1,1,1,3,17,Not Possible,Entire home/apt,110
12626,52.33444486,4.889966366,5.013518285,4,1,2,1,2,1,3,28,Not Possible,Entire home/apt,145
12629,52.3857969,4.89069055,0.943759976,2,1,0,1,1,1,2,91,Not Possible,Entire home/apt,98
12630,52.35373809,4.941110204,3.999632877,4,1,3,1,1,1,2,27,Not Possible,Entire home/apt,175
12635,52.30554675,4.955384764,9.022209583,6,1,3,1,1,1,2,1,Not Possible,Entire home/apt,50
12636,52.35264285,4.848052366,4.566877109,4,1,2,1,4,1,4,4,Not Possible,Entire home/apt,175
12637,52.3634134,4.944237683,3.509231845,4,1,2,1,2,1,2,4,Not Possible,Entire home/apt,125
12638,52.3770128,4.861615529,2.576627516,2,1,1,1,1,1,2,25,Not Possible,Entire home/apt,115
12645,52.37200311,4.851762675,3.330949305,2,1,1,1,1,1,2,14,Not Possible,Entire home/apt,110
12647,52.37550986,4.876764511,1.591058527,2,1,0,1,1,1,2,4,Not Possible,Entire home/apt,100
12649,52.35343811,4.889415387,2.941164167,2,1,1,1,2,1,2,14,Not Possible,Entire home/apt,120
12650,52.36210964,4.863366411,3.096689348,4,1.5,2,1,2,1,1,0,Not Possible,Entire home/apt,185
12651,52.36838548,4.836026823,4.465904781,4,1,2,1,4,1,2,12,Not Possible,Entire home/apt,149
12652,52.35719399,4.852967019,3.989142231,2,1.5,1,1,1,1,2,16,Not Possible,Entire home/apt,115
12653,52.36254622,4.857829425,3.374490565,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,120
12656,52.37886757,4.884441069,1.017464211,4,1,2,1,2,1,2,25,Not Possible,Entire home/apt,200
12657,52.35709155,4.994516801,6.903213776,4,1,4,1,3,1,4,3,Not Possible,Entire home/apt,125
12658,52.35879566,4.912207357,2.426353808,2,1,1,1,1,1,3,6,Not Possible,Entire home/apt,90
12659,52.37354949,4.888441463,0.97392867,6,1,2,1,1,1,4,0,Not Possible,Entire home/apt,185
12660,52.37338467,4.876022241,1.714016852,2,1.5,1,1,2,1,1,6,Not Possible,Entire home/apt,99
12661,52.37037177,4.858886959,2.919862701,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,90
12663,52.36843121,4.857227317,3.102757819,2,2,1,1,1,1,1,14,Not Possible,Entire home/apt,89
12667,52.36701907,4.913514588,1.655866622,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,145
12668,52.36326048,4.866070671,2.873330149,4,1,3,1,2,1,4,2,Not Possible,Entire home/apt,140
12670,52.35918881,4.937545165,3.409868217,2,1,1,1,1,1,4,7,Not Possible,Entire home/apt,114
12671,52.37385057,4.899391395,0.593239335,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,210
12675,52.3771757,4.850630998,3.317947017,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,80
12677,52.35044818,4.848192886,4.721116,2,1,1,1,1,1,3,2,Not Possible,Entire home/apt,85
12678,52.37432004,4.863971741,2.465590524,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,70
12681,52.37401024,4.862575699,2.565582266,2,1,1,1,1,1,1,17,Not Possible,Entire home/apt,99
12682,52.35525278,4.892787557,2.697841651,2,1,0,1,1,1,4,23,Not Possible,Entire home/apt,100
12685,52.36147309,4.864959255,3.057103453,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,110
12686,52.36195702,4.938275354,3.257716542,2,1,1,1,1,1,2,5,Not Possible,Entire home/apt,106
12689,52.3751025,4.87419052,1.771447819,2,1,1,1,1,1,2,27,Not Possible,Entire home/apt,110
12690,52.3791525,4.880689785,1.271306552,2,1,0,1,1,1,3,2,Not Possible,Entire home/apt,72
12691,52.36220952,4.925437187,2.583309521,3,1,2,1,2,1,3,15,Not Possible,Entire home/apt,150
12692,52.35748484,4.899299752,2.411893628,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,90
12694,52.37731115,4.874591488,1.697882149,3,1,1,1,2,1,3,38,Not Possible,Entire home/apt,129
12695,52.35181838,4.943099019,4.24630968,2,1,1,1,1,1,4,20,Not Possible,Entire home/apt,80
12696,52.38775985,4.922111943,1.809366983,2,1,1,1,1,1,4,0,Not Possible,Entire home/apt,88
12698,52.35099663,4.887902788,3.229066671,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,200
12699,52.36569962,4.936590174,2.933045026,2,1,1,1,1,1,3,40,Not Possible,Entire home/apt,94
12701,52.3657127,4.874732877,2.247317793,2,1,1,1,1,1,5,13,Not Possible,Entire home/apt,110
12702,52.3592383,4.862179568,3.362060558,5,1,1,1,2,1,3,12,Not Possible,Entire home/apt,176
12703,52.34110408,4.850374621,5.38466855,4,1,3,1,2,1,1,0,Not Possible,Entire home/apt,125
12704,52.3509938,4.895658465,3.143635142,4,1,2,1,2,1,1,6,Not Possible,Entire home/apt,115
12705,52.37802085,4.883813559,1.067337452,2,1,1,1,2,1,3,7,Not Possible,Entire home/apt,100
12706,52.37020101,4.885404975,1.379499996,2,1,1,1,1,1,1,16,Not Possible,Entire home/apt,175
12707,52.38235802,4.878857076,1.439316131,3,1,2,1,2,1,3,3,Not Possible,Entire home/apt,110
12708,52.3883392,4.886516328,1.342101858,4,1,2,1,2,1,2,3,Not Possible,Entire home/apt,210
12710,52.36079045,4.86245313,3.23646461,2,1,1,1,1,4,3,101,Not Possible,Entire home/apt,109
12711,52.32127464,4.969673062,8.009501473,4,1,2,1,4,1,2,27,Not Possible,Entire home/apt,125
12714,52.35309786,4.90274206,2.908073157,2,1,1,1,2,1,3,9,Not Possible,Entire home/apt,130
12715,52.36783218,4.871315171,2.287169261,4,1,2,1,2,1,2,2,Not Possible,Entire home/apt,170
12716,52.372267,4.888302056,1.077813714,2,1,0,1,1,1,2,17,Not Possible,Entire home/apt,145
12718,52.35344238,4.8571006,4.054127239,5,2,5,1,1,1,4,3,Not Possible,Entire home/apt,350
12719,52.36071473,4.913066823,2.251792673,2,1,1,1,1,1,2,8,Not Possible,Entire home/apt,90
12721,52.3574051,4.992689987,6.77496362,6,1,4,1,1,1,2,10,Not Possible,Entire home/apt,225
12722,52.3530437,4.900627342,2.906533047,4,1,3,1,3,1,5,2,Not Possible,Entire home/apt,210
12723,52.34328852,4.90116433,3.991178355,2,1.5,1,1,1,1,1,0,Not Possible,Entire home/apt,165
12727,52.35851143,4.89537172,2.314244658,2,1,1,1,1,1,2,6,Not Possible,Entire home/apt,150
12728,52.38205455,4.871329896,1.932575416,2,1,1,1,1,1,5,13,Not Possible,Entire home/apt,74
12729,52.38205072,4.883030424,1.157047123,2,1,1,1,1,1,4,4,Not Possible,Entire home/apt,80
12732,52.34819308,4.899099854,3.444498914,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,160
12735,52.37289535,4.876441965,1.709198862,4,2,3,1,4,1,3,13,Not Possible,Entire home/apt,225
12737,52.36994043,4.924942923,2.012914437,4,1,2,1,4,1,2,27,Not Possible,Entire home/apt,96
12738,52.4066547,4.917705037,3.294110423,4,1,1,1,1,1,3,1,Not Possible,Entire home/apt,100
12742,52.35359805,4.882487571,3.067401103,6,1,4,1,4,1,2,16,Not Possible,Entire home/apt,375
12743,52.37658186,4.878383618,1.456877038,2,1,0,1,1,1,2,6,Not Possible,Entire home/apt,129
12744,52.34182523,4.805693385,7.59644773,4,1,2,1,1,1,2,20,Not Possible,Entire home/apt,154
12745,52.36385756,4.940870051,3.287408226,3,1,1,1,3,1,2,11,Not Possible,Entire home/apt,119
12748,52.35725388,4.895879145,2.449427412,4,1,2,1,2,1,3,8,Not Possible,Entire home/apt,165
12749,52.37291843,4.851708769,3.311581559,2,1,1,1,2,1,3,15,Not Possible,Entire home/apt,100
12750,52.37070058,4.940043394,2.912182078,4,1,3,1,1,1,3,3,Not Possible,Entire home/apt,120
12753,52.35381025,4.887787883,2.9287828,6,1,2,1,1,1,3,2,Not Possible,Entire home/apt,200
12755,52.3652508,4.929313886,2.551357711,2,1,1,1,2,1,1,16,Not Possible,Entire home/apt,115
12761,52.38373433,4.851626584,3.281721801,2,1.5,1,1,1,1,3,2,Not Possible,Entire home/apt,75
12762,52.37824148,4.89082152,0.593441164,2,1,1,1,1,1,2,6,Not Possible,Entire home/apt,170
12766,52.34922739,4.861726985,4.198975983,2,1,1,1,1,1,7,0,Not Possible,Entire home/apt,150
12770,52.37445629,4.888753592,0.895128807,4,1,2,1,2,1,7,74,Not Possible,Entire home/apt,185
12776,52.37529269,4.850106736,3.373928166,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,100
12778,52.3538785,4.90539377,2.841584208,2,1,1,1,1,1,3,1,Not Possible,Entire home/apt,225
12779,52.34411401,4.909790283,3.960601233,5,1,2,1,1,1,3,8,Not Possible,Entire home/apt,160
12782,52.37561705,4.944368782,3.074185187,5,1,0,1,1,1,2,9,Not Possible,Entire home/apt,175
12783,52.35870421,4.926405484,2.920889696,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,88
12784,52.35941419,4.944621041,3.772272772,3,1,2,1,1,1,2,22,Not Possible,Entire home/apt,109
12786,52.37699174,4.873200423,1.796055019,2,1,1,1,1,1,3,9,Not Possible,Entire home/apt,120
12788,52.34234886,4.91124424,4.171620479,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,59
12790,52.36333045,4.862082872,3.086505032,2,1.5,1,1,1,1,2,4,Not Possible,Entire home/apt,130
12791,52.37311049,4.860219246,2.744511859,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,80
12792,52.3832995,4.853363815,3.158004883,2,1,1,1,1,1,30,6,Not Possible,Entire home/apt,99
12795,52.37391875,4.847726483,3.556112968,2,1.5,1,1,1,1,2,0,Not Possible,Entire home/apt,159
12797,52.3611091,4.865126209,3.074730269,2,1,1,1,1,1,1,0,Not Possible,Entire home/apt,120
12799,52.37676175,4.844389815,3.743519549,2,1,0,1,1,1,4,1,Not Possible,Entire home/apt,57
12800,52.35296659,4.873883279,3.390624482,2,1.5,1,1,1,1,1,1,Not Possible,Entire home/apt,125
12801,52.37298465,4.860317386,2.741546153,2,1,1,1,1,1,3,44,Not Possible,Entire home/apt,83
12802,52.3540388,4.878113654,3.146945235,2,1,1,1,1,1,3,3,Not Possible,Entire home/apt,120
12803,52.35940299,4.926976619,2.885722426,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,100
12804,52.35331432,4.887280905,2.991186437,2,1,1,1,1,1,2,13,Not Possible,Entire home/apt,120
12805,52.37837716,4.852872088,3.159614245,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,80
12806,52.36696158,4.883849866,1.721537666,2,1,0,1,1,2,2,0,Not Possible,Entire home/apt,200
12809,52.36093195,4.944860408,3.690089678,2,1.5,1,1,1,1,4,1,Not Possible,Entire home/apt,110
12813,52.3705592,4.864154615,2.578178054,4,1,2,1,4,1,4,4,Not Possible,Entire home/apt,250
12814,52.36265102,4.933950672,2.977028738,2,1,1,1,1,1,3,10,Not Possible,Entire home/apt,100
12817,52.36136044,4.915248435,2.253192706,2,1,1,1,1,1,9,2,Not Possible,Entire home/apt,115
12818,52.37213042,4.860974705,2.724235549,4,1.5,2,1,1,1,1,1,Not Possible,Entire home/apt,150
12819,52.38683697,4.930301613,2.25981259,3,1,0,1,2,1,4,102,Not Possible,Entire home/apt,110
12820,52.37143338,4.87666714,1.768520834,2,1,0,1,2,2,3,59,Not Possible,Entire home/apt,170
12822,52.35544939,4.940705345,3.84741583,4,1.5,2,1,2,3,3,2,Not Possible,Entire home/apt,119
12823,52.35746722,4.929903065,3.178272545,5,2,3,1,4,1,3,4,Not Possible,Entire home/apt,175
12827,52.34522585,4.912393471,3.875312122,4,1,2,1,2,1,2,5,Not Possible,Entire home/apt,100
12828,52.35343235,4.920300172,3.193349334,2,1,1,1,1,1,2,8,Not Possible,Entire home/apt,80
12829,52.36341385,4.865202473,2.909652686,2,1,1,1,1,1,5,4,Not Possible,Entire home/apt,89
12834,52.37610584,4.876069017,1.621413941,4,1,2,1,1,1,2,6,Not Possible,Entire home/apt,200
12835,52.37841276,4.880033188,1.318675296,3,1,1,1,2,1,2,15,Not Possible,Entire home/apt,110
12836,52.36943668,4.930718512,2.383257322,2,1,1,1,1,1,2,9,Not Possible,Entire home/apt,75
12837,52.37230396,4.857025549,2.976777668,2,1,1,1,1,1,3,11,Not Possible,Entire home/apt,90
12840,52.37373275,4.897737486,0.617114141,4,1.5,2,1,1,1,3,4,Not Possible,Entire home/apt,199
12842,52.35839652,4.906161351,2.355261099,2,1,1,1,1,1,4,32,Not Possible,Entire home/apt,155
12843,52.35749277,4.891985364,2.463355908,2,1,0,1,1,1,4,7,Not Possible,Entire home/apt,114
12844,52.38416041,4.885649155,1.085867205,3,1.5,2,1,1,1,3,1,Not Possible,Entire home/apt,223
12845,52.39062395,4.873361258,2.17743548,2,1,1,1,1,1,2,9,Not Possible,Entire home/apt,99
12846,52.36801095,4.850836937,3.523015937,3,1,1,1,1,1,3,0,Not Possible,Entire home/apt,90
12850,52.35179948,4.897608685,3.046174675,4,1,2,1,2,1,2,2,Not Possible,Entire home/apt,144
12852,52.39046015,4.875863419,2.030749223,2,1,1,1,1,1,3,5,Not Possible,Entire home/apt,84
12853,52.34262675,4.9026314,4.068785372,4,1.5,3,1,2,1,4,37,Not Possible,Entire home/apt,125
12854,52.36388692,4.933826641,2.887431814,2,1,1,1,1,1,1,8,Not Possible,Entire home/apt,120
12857,52.36391118,4.925605735,2.456829965,2,1,1,1,1,1,2,7,Not Possible,Entire home/apt,129
12858,52.35643551,4.850362335,4.180687955,2,1,1,1,2,1,2,0,Not Possible,Entire home/apt,125
12860,52.37364334,4.881598287,1.357670098,4,1,1,1,1,1,3,9,Not Possible,Entire home/apt,175
12862,52.34338197,4.910305938,4.046919369,2,1,1,1,1,1,3,9,Not Possible,Entire home/apt,110
12864,52.34853634,4.891264865,3.451059453,5,1,2,1,2,1,2,12,Not Possible,Entire home/apt,120
12867,52.34876861,4.848945956,4.812867764,2,1,1,1,1,1,3,8,Not Possible,Entire home/apt,200
12868,52.35733352,4.890463064,2.503757195,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,180
12869,52.36783364,4.850728215,3.536907226,3,1,1,1,1,1,2,3,Not Possible,Entire home/apt,100
12873,52.3575781,4.900040351,2.401869059,4,1,2,1,1,1,2,2,Not Possible,Entire home/apt,170
12874,52.36296265,4.861270028,3.155126282,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,200
12875,52.36384684,4.943671797,3.451970992,4,1,2,1,2,1,3,7,Not Possible,Entire home/apt,144
12876,52.37017666,4.849989667,3.500490108,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,110
12880,52.3443309,4.862146809,4.626717051,2,1,1,1,1,1,3,3,Not Possible,Entire home/apt,95
12881,52.38378212,4.8767932,1.618149855,2,1,1,1,1,1,3,5,Not Possible,Entire home/apt,110
12883,52.35229209,4.889808527,3.059407985,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,149
12884,52.37122783,4.849455392,3.503896677,4,1.5,3,1,1,1,4,3,Not Possible,Entire home/apt,150
12886,52.37379616,4.858945941,2.811070181,3,1,2,1,2,1,3,29,Not Possible,Entire home/apt,99
12888,52.35249222,4.885104539,3.121894794,2,1,1,1,2,1,4,2,Not Possible,Entire home/apt,100
12890,52.34651716,4.890222611,3.684043344,2,1,1,1,1,1,3,4,Not Possible,Entire home/apt,135
12892,52.36249482,4.906541076,1.916836243,2,1,1,1,1,1,3,8,Not Possible,Entire home/apt,120
12893,52.38513578,4.848799922,3.497300736,2,1,1,1,1,1,2,9,Not Possible,Entire home/apt,155
12894,52.36403433,4.852074807,3.6275337,4,2,4,1,8,2,4,9,Not Possible,Entire home/apt,350
12895,52.35000303,4.999004541,7.49483565,4,1,3,1,1,1,5,3,Not Possible,Entire home/apt,150
12897,52.35719741,4.924322278,2.970631398,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,100
12900,52.36502748,4.926184852,2.402333531,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,109
12901,52.34968855,4.907006828,3.318302906,2,1,1,1,2,1,2,37,Not Possible,Entire home/apt,145
12902,52.36643501,4.88082984,1.897710225,4,1,1,1,2,1,3,38,Not Possible,Entire home/apt,175
12903,52.38285472,4.887370255,0.913906023,2,1,1,1,1,1,3,9,Not Possible,Entire home/apt,129
12904,52.36180499,4.908716926,2.031942588,4,1,2,1,3,1,3,23,Not Possible,Entire home/apt,200
12906,52.36861536,4.909809625,1.369814382,5,1.5,2,1,1,1,3,12,Not Possible,Entire home/apt,168
12907,52.36307031,4.907316315,1.869380553,4,1.5,2,1,1,1,1,2,Not Possible,Entire home/apt,100
12908,52.38527209,4.874346062,1.830867214,2,1,1,1,1,1,3,15,Not Possible,Entire home/apt,99
12910,52.37178057,4.852134418,3.312538456,2,1,1,1,1,1,2,6,Not Possible,Entire home/apt,100
12912,52.36153293,4.861432971,3.239771601,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,120
12913,52.35253658,4.88688687,3.081637578,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,140
12915,52.36280518,4.866776546,2.867621505,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,110
12916,52.38638406,4.876285949,1.761783199,4,1,2,1,2,1,1,32,Not Possible,Entire home/apt,130
12917,52.35328947,4.922743937,3.28416604,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,100
12920,52.3583046,4.879558894,2.684031172,4,1,2,1,1,1,2,24,Not Possible,Entire home/apt,200
12924,52.3475871,4.889187933,3.579892811,4,1,1,1,2,1,2,4,Not Possible,Entire home/apt,135
12926,52.38403668,4.871708579,1.956072286,2,1,1,1,1,1,3,11,Not Possible,Entire home/apt,100
12928,52.37101747,4.875777668,1.843774864,2,1,1,1,1,1,6,0,Not Possible,Entire home/apt,120
12930,52.37867515,4.857400843,2.851679852,4,1,1,1,1,1,1,2,Not Possible,Entire home/apt,84
12931,52.354885,4.852255707,4.188146269,2,1,1,1,1,1,4,7,Not Possible,Entire home/apt,98
12932,52.38281905,4.818158717,5.527570557,4,1.5,2,1,2,1,3,18,Not Possible,Entire home/apt,175
12933,52.38703414,4.918724677,1.572453531,3,1.5,2,1,1,1,6,0,Not Possible,Entire home/apt,140
12934,52.36955444,4.861596982,2.781073558,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,95
12936,52.3624822,4.914342085,2.114296103,4,1.5,2,1,2,1,2,7,Not Possible,Entire home/apt,130
12939,52.32698144,4.98294891,8.111275839,5,1.5,3,1,4,1,2,30,Not Possible,Entire home/apt,150
12940,52.34376631,4.905276674,3.956289522,2,1,1,1,1,1,5,1,Not Possible,Entire home/apt,120
12941,52.3529078,4.892679334,2.95621558,3,1,2,1,2,1,2,36,Not Possible,Entire home/apt,140
12942,52.37577824,4.873711973,1.785397662,2,1,1,1,2,1,2,32,Not Possible,Entire home/apt,120
12943,52.34267559,4.908148069,4.100452894,4,1,1,1,2,1,2,1,Not Possible,Entire home/apt,220
12944,52.31535253,4.981119584,9.004046999,4,1,2,1,2,1,3,4,Not Possible,Entire home/apt,100
12945,52.37226607,4.875099484,1.82111642,2,1,1,1,2,1,1,15,Not Possible,Entire home/apt,190
12946,52.37775154,4.88648813,0.892399207,4,2.5,2,1,1,1,2,8,Not Possible,Entire home/apt,300
12948,52.35139457,4.889091649,3.167338494,2,1,2,1,1,1,2,3,Not Possible,Entire home/apt,120
12949,52.35154207,4.847949604,4.652096842,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,95
12950,52.37661125,4.839168274,4.098030411,4,1.5,3,1,1,1,2,8,Not Possible,Entire home/apt,115
12952,52.3638209,4.891444128,1.791690189,2,1,1,1,2,1,2,10,Not Possible,Entire home/apt,140
12954,52.38281227,4.871811072,1.916282235,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,80
12955,52.36751941,4.906656154,1.38633495,4,1,1,1,1,1,4,0,Not Possible,Entire home/apt,250
12957,52.35681388,4.898525125,2.487197513,4,1,2,1,1,1,2,3,Not Possible,Entire home/apt,175
12958,52.36693283,4.852833097,3.442278883,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,81
12961,52.39805064,4.915975276,2.377431496,4,1,2,1,1,1,2,6,Not Possible,Entire home/apt,175
