#,latitude,longitude,d_centre,accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,minimum_nights,number_of_reviews,instant_bookable,room_type,review_avg,price
83,52.39773354,4.914819175,2.309958947,2,1,1,1,4,1,3,10,Not Possible,Private room,0.878434926,70
722,52.37306381,4.861930124,2.63350985,2,1,1,1,4,1,3,8,Not Possible,Entire home/apt,0.802971965,125
8088,52.35161367,4.859631527,4.084524587,2,1,1,1,4,1,3,4,Not Possible,Private room,0.886228904,65
12540,52.35782814,4.863197288,3.417417632,2,1,1,1,4,1,3,9,Not Possible,Entire home/apt,0.732514192,90
1175,52.37036766,4.886692219,1.306828211,3,1,1,1,4,1,3,26,Not Possible,Entire home/apt,0.783685552,175
14056,52.38036007,4.855818465,2.961252766,3,1,1,1,4,1,3,27,Not Possible,Entire home/apt,0.822687424,109
100,52.36097563,4.927944094,2.799817349,3,1,3,2,4,2,3,1,Not Possible,Entire home/apt,0.737291227,165
3261,52.35356398,4.854957114,4.149151771,4,1,1,1,4,1,3,7,Not Possible,Entire home/apt,0.745853658,99
4309,52.37160605,4.885892431,1.246450203,4,1,1,8,4,9,3,17,Not Possible,Entire home/apt,0.703916175,200
4400,52.37189615,4.904369363,0.876935957,4,1,1,1,4,1,3,233,Not Possible,Entire home/apt,0.79399635,149
4586,52.3726072,4.896455377,0.758748832,4,1,1,2,4,2,3,133,Possible,Private room,0.743008545,175
5806,52.35055198,4.88791034,3.276906282,4,1,1,1,4,1,3,15,Not Possible,Entire home/apt,0.742714778,140
6391,52.37356973,4.904249134,0.704814389,4,1,1,1,4,1,3,122,Not Possible,Entire home/apt,0.743236807,300
6947,52.36080358,4.911901691,2.211357473,4,1,1,1,4,1,3,6,Not Possible,Private room,0.791126555,199
9520,52.39759889,4.918177332,2.408674551,4,1,1,1,4,1,3,18,Not Possible,Entire home/apt,0.799735857,130
10821,52.36920648,4.874678577,2.01257708,4,1,1,1,4,1,3,42,Not Possible,Entire home/apt,0.779684492,160
13811,52.35692575,4.894331019,2.498089914,4,1,1,4,4,4,3,13,Not Possible,Private room,0.740242207,200
229,52.40440345,4.920124037,3.133723018,4,1,2,1,4,1,3,12,Not Possible,Entire home/apt,0.742324049,150
532,52.40488472,4.904912078,2.879530016,4,1,2,1,4,1,3,3,Not Possible,Entire home/apt,0.708327569,175
1249,52.36120609,4.852192621,3.776996139,4,1,2,1,4,1,3,7,Not Possible,Entire home/apt,0.791514986,109
1505,52.38108278,4.888963813,0.740551518,4,1,2,1,4,1,3,1,Not Possible,Entire home/apt,0.818553228,145
1747,52.36080212,4.894096808,2.07505007,4,1,2,1,4,2,3,4,Not Possible,Entire home/apt,0.811113914,195
1814,52.36506906,4.862864007,2.935449704,4,1,2,1,4,1,3,7,Not Possible,Entire home/apt,0.717631929,185
2730,52.3738413,4.867323954,2.257708324,4,1,2,1,4,1,3,30,Not Possible,Entire home/apt,0.710981463,140
2841,52.35703474,4.898598602,2.462542131,4,1,2,1,4,1,3,25,Not Possible,Entire home/apt,0.742364082,250
3470,52.36049829,4.892035742,2.136755328,4,1,2,1,4,1,3,32,Possible,Entire home/apt,0.782992505,198
3725,52.34278599,4.849848651,5.261755737,4,1,2,1,4,1,3,61,Not Possible,Entire home/apt,0.723309998,150
3964,52.32185125,4.974270641,8.148894512,4,1,2,1,4,1,3,27,Not Possible,Entire home/apt,0.843867201,99
4146,52.37179227,4.881815699,1.450415531,4,1,2,3,4,3,3,68,Not Possible,Entire home/apt,0.802726133,300
4629,52.37092015,4.903060465,0.951294531,4,1,2,1,4,1,3,21,Not Possible,Entire home/apt,0.706157013,245
4663,52.36164855,4.873109638,2.643591606,4,1,2,1,4,1,3,10,Not Possible,Entire home/apt,0.75092301,225
4689,52.35321996,4.847366777,4.561631878,4,1,2,1,4,1,3,7,Not Possible,Entire home/apt,0.763914842,135
4792,52.37618661,4.886181501,0.958729728,4,1,2,8,4,9,3,135,Not Possible,Entire home/apt,0.765016232,240
5176,52.3668037,4.895110589,1.407184204,4,1,2,1,4,1,3,7,Possible,Entire home/apt,0.73176645,300
5414,52.37232301,4.860107775,2.774641885,4,1,2,1,4,1,3,14,Not Possible,Entire home/apt,0.810122633,160
5452,52.36534655,4.928590284,2.505976288,4,1,2,1,4,1,3,12,Not Possible,Entire home/apt,0.729071948,250
5653,52.37475997,4.904343975,0.594404708,4,1,2,2,4,2,3,34,Not Possible,Entire home/apt,0.815139857,259
6298,52.36759796,4.881128526,1.789108206,4,1,2,1,4,1,3,2,Not Possible,Entire home/apt,0.799166551,125
6503,52.35524612,4.9345818,3.573191079,4,1,2,1,4,1,3,93,Not Possible,Entire home/apt,0.84153712,145
6694,52.37883816,4.879169695,1.374972278,4,1,2,1,4,1,3,39,Not Possible,Entire home/apt,0.734994494,175
6886,52.35466812,4.794371224,7.631684743,4,1,2,1,4,1,3,0,Possible,Entire home/apt,0.753056737,150
6958,52.36374213,4.893241686,1.767152389,4,1,2,1,4,1,3,11,Not Possible,Entire home/apt,0.843036943,150
7109,52.38030163,4.893228108,0.43855423,4,1,2,1,4,1,3,18,Not Possible,Entire home/apt,0.714977015,240
7332,52.37368314,4.833952716,4.483898209,4,1,2,2,4,2,3,27,Not Possible,Entire home/apt,0.767699165,199
7716,52.39008855,4.879761699,1.801898137,4,1,2,1,4,1,3,13,Not Possible,Entire home/apt,0.76829291,149
8535,52.38568244,4.925541972,1.912446737,4,1,2,1,4,1,3,71,Not Possible,Private room,0.721531976,150
9379,52.35098162,4.938387723,4.100393153,4,1,2,1,4,1,3,33,Not Possible,Entire home/apt,0.748847954,188
9417,52.34971256,4.860852591,4.193130376,4,1,2,1,4,1,3,18,Not Possible,Entire home/apt,0.761518856,135
10324,52.38200517,4.8756299,1.644533252,4,1,2,3,4,3,3,22,Not Possible,Entire home/apt,0.730542267,298
10681,52.37070996,4.872310599,2.067109242,4,1,2,1,4,1,3,6,Not Possible,Entire home/apt,0.845858785,160
10833,52.37863591,4.885418698,0.952507475,4,1,2,1,4,1,3,17,Not Possible,Entire home/apt,0.781690907,300
11015,52.37088819,4.874090193,1.950979008,4,1,2,91,4,103,3,5,Possible,Entire home/apt,0.778115818,400
11064,52.3826579,4.850768782,3.32327641,4,1,2,1,4,1,3,16,Not Possible,Entire home/apt,0.789296837,139
11636,52.36230193,4.853763872,3.622374606,4,1,2,1,4,1,3,8,Not Possible,Entire home/apt,0.765398374,300
11950,52.35356901,4.923165066,3.270949135,4,1,2,1,4,1,3,47,Not Possible,Entire home/apt,0.713165151,190
12010,52.37979327,4.887464054,0.814537898,4,1,2,1,4,1,3,89,Not Possible,Entire home/apt,0.75815447,295
12184,52.36121022,4.893472711,2.038383445,4,1,2,2,4,2,3,3,Not Possible,Entire home/apt,0.829196646,199
12911,52.3555162,4.892755122,2.669357406,4,1,2,1,4,1,3,16,Possible,Entire home/apt,0.707192689,199
12914,52.36054855,4.860029938,3.381920633,4,1,2,2,4,2,3,1,Not Possible,Entire home/apt,0.741791854,210
13255,52.39065806,4.891336704,1.387715089,4,1,2,2,4,2,3,12,Not Possible,Entire home/apt,0.772785221,220
13290,52.35673052,4.990604151,6.670698235,4,1,2,1,4,1,3,18,Not Possible,Entire home/apt,0.723224628,225
13706,52.37605756,4.946268195,3.196285745,4,1,2,1,4,1,3,1,Not Possible,Entire home/apt,0.781042899,150
13984,52.35509239,4.915339092,2.887111092,4,1,2,1,4,1,3,9,Not Possible,Entire home/apt,0.731422384,200
14332,52.38520816,4.869551884,2.134219023,4,1,2,1,4,1,3,1,Not Possible,Entire home/apt,0.814350454,220
14597,52.42498037,4.886368481,5.165065385,4,1,2,1,4,1,3,1,Not Possible,Entire home/apt,0.727528118,195
14760,52.32593083,4.949243328,6.816000327,4,1,2,1,4,1,3,0,Not Possible,Entire home/apt,0.750770121,300
14807,52.36322899,4.943295856,3.464475513,4,1,2,1,4,1,3,57,Not Possible,Entire home/apt,0.824538916,110
2648,52.36533979,4.942554622,3.305808926,4,1,3,1,4,1,3,3,Not Possible,Entire home/apt,0.856785625,160
3515,52.38849936,4.929066222,2.26071539,4,1,3,1,4,1,3,16,Not Possible,Entire home/apt,0.74997745,350
3839,52.38329797,4.912862402,1.01908759,4,1,3,1,4,1,3,5,Not Possible,Entire home/apt,0.771572338,175
5216,52.40842473,4.934696988,4.03409465,4,1,3,1,4,1,3,6,Not Possible,Entire home/apt,0.740241253,210
5379,52.41343349,4.884816668,3.932335619,4,1,3,1,4,1,3,20,Not Possible,Entire home/apt,0.706590974,99
5827,52.38767668,4.885821729,1.319737389,4,1,3,1,4,1,3,9,Not Possible,Entire home/apt,0.839108525,220
6001,52.34518303,4.861997846,4.553350847,4,1,3,50,4,106,3,1,Not Possible,Entire home/apt,0.798223372,239
7348,52.35133216,4.899096869,3.095677035,4,1,3,50,4,106,3,1,Not Possible,Entire home/apt,0.749610246,169
7355,52.40916284,4.903189407,3.340582187,4,1,3,1,4,1,3,0,Not Possible,Entire home/apt,0.893794991,140
7405,52.36205209,4.89228225,1.965137081,4,1,3,1,4,1,3,23,Not Possible,Entire home/apt,0.80399786,165
8040,52.36500978,4.943572387,3.384002564,4,1,3,2,4,2,3,111,Possible,Entire home/apt,0.834901612,174
9756,52.35440196,4.894868735,2.771803098,4,1,3,5,4,5,3,5,Not Possible,Entire home/apt,0.817077126,280
10102,52.39216083,4.934312588,2.770385788,4,1,3,1,4,1,3,12,Not Possible,Entire home/apt,0.866181717,175
11686,52.35284248,4.911679149,3.043435273,4,1,3,1,4,1,3,12,Not Possible,Entire home/apt,0.703260446,320
11971,52.35543665,4.940200686,3.823540365,4,1,3,1,4,1,3,4,Possible,Entire home/apt,0.756238432,120
13141,52.3722397,4.857406081,2.953698167,4,1,3,1,4,1,3,7,Not Possible,Entire home/apt,0.720562245,150
13215,52.38939273,4.930573522,2.397390407,4,1,3,1,4,1,3,12,Not Possible,Entire home/apt,0.825867208,275
14450,52.34615902,4.950704942,5.057545854,4,1,3,1,4,1,3,12,Not Possible,Entire home/apt,0.716396529,285
14458,52.39208973,4.939539119,3.074947206,4,1,3,1,4,1,3,0,Not Possible,Entire home/apt,0.716884935,250
6033,52.35814833,4.996353105,6.97951383,4,1,4,1,4,1,3,2,Not Possible,Entire home/apt,0.817711115,219
6735,52.35295928,4.869811903,3.540508979,4,1,4,1,4,1,3,4,Not Possible,Entire home/apt,0.766971094,245
10785,52.39136897,4.937471934,2.913593884,4,1,4,2,4,2,3,14,Possible,Entire home/apt,0.791980645,290
6273,52.35361532,4.879376335,3.150876234,5,1,1,1,4,1,3,2,Not Possible,Entire home/apt,0.703223883,250
10612,52.38290064,4.920980602,1.518820016,5,1,1,2,4,2,3,41,Not Possible,Entire home/apt,0.702396688,225
1638,52.37758639,4.901891598,0.244083966,5,1,2,2,4,2,3,1,Not Possible,Entire home/apt,0.728637272,260
2206,52.37621401,4.903021046,0.410613996,5,1,2,3,4,3,3,0,Not Possible,Entire home/apt,0.777038744,255
3489,52.35472292,4.859291592,3.848347889,5,1,2,1,4,1,3,75,Not Possible,Entire home/apt,0.71109652,169
6946,52.35065616,4.847101584,4.760483172,5,1,2,2,4,2,3,20,Not Possible,Entire home/apt,0.807678848,115
7003,52.34378814,4.907823767,3.974939605,5,1,2,1,4,1,3,42,Possible,Entire home/apt,0.737768722,225
7368,52.37647831,4.90110459,0.321910243,5,1,2,3,4,3,3,29,Not Possible,Entire home/apt,0.743863916,200
10311,52.35257572,4.914180926,3.122169673,5,1,2,2,4,3,3,4,Possible,Entire home/apt,0.755536089,180
12399,52.36613634,4.874132216,2.247188093,5,1,2,2,4,2,3,21,Not Possible,Entire home/apt,0.730778645,230
13430,52.33155505,4.886315427,5.367655455,5,1,2,1,4,1,3,13,Not Possible,Entire home/apt,0.740833299,146
921,52.36009856,4.859268949,3.453382733,5,1,3,2,4,2,3,19,Not Possible,Entire home/apt,0.830250153,175
2597,52.35656741,4.989921396,6.63461648,5,1,3,1,4,1,3,9,Not Possible,Entire home/apt,0.844138828,155
6290,52.39152972,4.943638503,3.297100277,5,1,3,1,4,1,3,2,Not Possible,Entire home/apt,0.948702475,110
7526,52.38677964,4.954623504,3.83748282,5,1,3,1,4,1,3,8,Not Possible,Entire home/apt,0.711715805,205
8534,52.35459886,4.874069616,3.229294439,5,1,3,1,4,1,3,0,Not Possible,Entire home/apt,0.742037566,395
9690,52.3460473,5.009880118,8.351019576,5,1,3,1,4,1,3,2,Not Possible,Entire home/apt,0.705358956,169
12100,52.35419364,4.853137874,4.193088178,5,1,3,1,4,1,3,0,Possible,Entire home/apt,0.723463716,400
10280,52.36844564,4.883306416,1.61925535,6,1,0,1,4,2,3,22,Not Possible,Entire home/apt,0.725676184,225
4260,52.3712605,4.890194836,1.081142547,6,1,1,3,4,3,3,13,Not Possible,Private room,0.771063778,300
5638,52.35437172,4.897834804,2.759948962,6,1,1,2,4,2,3,39,Possible,Entire home/apt,0.72350951,325
2978,52.35297845,5.001119954,7.48961475,6,1,2,2,4,2,3,7,Not Possible,Entire home/apt,0.774128363,150
4812,52.37238189,4.901308572,0.767090121,6,1,2,1,4,1,3,58,Not Possible,Entire home/apt,0.759817758,310
10680,52.37504096,4.880641683,1.355410657,6,1,2,3,4,3,3,0,Possible,Entire home/apt,0.787847142,400
1019,52.36084745,4.85573227,3.597899729,6,1,3,1,4,1,3,8,Not Possible,Entire home/apt,0.77923768,150
3763,52.37371732,4.83463474,4.437544151,6,1,3,1,4,1,3,19,Not Possible,Entire home/apt,0.798043043,245
11638,52.39249688,4.931625681,2.637230262,6,1,3,1,4,1,3,7,Not Possible,Entire home/apt,0.846836344,160
11661,52.37296467,4.845271333,3.738688205,6,1,3,1,4,1,3,38,Not Possible,Entire home/apt,0.852567593,200
13457,52.3679902,4.927212264,2.25854805,6,1,3,3,4,3,3,14,Possible,Entire home/apt,0.730167825,300
11197,52.34890862,5.005542584,7.947931087,6,1,4,1,4,1,3,0,Not Possible,Entire home/apt,0.789681122,185
3457,52.38019422,4.894517289,0.35153514,4,1,2,4,5,4,3,11,Possible,Entire home/apt,0.704371621,250
12669,52.35881688,4.895835738,2.276959387,4,1,2,4,5,4,3,51,Not Possible,Entire home/apt,0.80965106,250
5098,52.36401571,4.887578938,1.86806062,4,1,3,1,5,2,3,41,Not Possible,Entire home/apt,0.702574093,299
1637,52.32453081,4.864696269,6.515430388,5,1,3,1,5,1,3,5,Not Possible,Entire home/apt,0.748165076,150
2465,52.3410069,4.916945905,4.406336826,5,1,3,1,5,1,3,1,Not Possible,Entire home/apt,0.766539776,195
3131,52.38220384,4.872309331,1.8699763,5,1,3,1,5,1,3,2,Not Possible,Entire home/apt,0.785880613,259
5421,52.35196716,4.899998818,3.025275522,5,1,3,1,5,1,3,4,Not Possible,Entire home/apt,0.88025636,175
14160,52.35640948,4.994201345,6.910662855,5,1,3,1,5,1,3,5,Not Possible,Entire home/apt,0.799623271,149
5151,52.35167986,5.00061988,7.515985983,5,1,5,1,5,1,3,0,Not Possible,Entire home/apt,0.870980638,135
14365,52.35119537,4.861788021,4.025107932,6,1,4,1,5,1,3,10,Not Possible,Entire home/apt,0.808100066,295
987,52.38959488,4.940309949,3.004142598,4,1,4,2,6,2,3,25,Not Possible,Entire home/apt,0.772383155,350
14839,52.39882236,4.925625448,2.813537485,4,1,4,1,6,1,3,0,Not Possible,Entire home/apt,0.866403292,250
4080,52.35418951,4.930720217,3.496451934,6,1,3,1,6,1,3,19,Not Possible,Entire home/apt,0.821238933,275
5450,52.36357741,4.844391236,4.117559501,6,1,3,3,6,3,3,0,Not Possible,Entire home/apt,0.700878183,200
1111,52.37447364,4.90017568,0.526424569,7,1,4,8,6,8,3,2,Not Possible,Entire home/apt,0.77737836,440
6008,52.39423471,4.909487407,1.80572263,10,1,1,1,8,1,3,6,Not Possible,Entire home/apt,0.717824678,400
3952,52.3779117,4.890941412,0.593128594,4,1,1,4,10,4,3,23,Not Possible,Entire home/apt,0.761829612,158
5731,52.35734345,4.895583856,2.441582949,1,1.5,1,4,1,5,3,9,Not Possible,Private room,0.955071893,55
2319,52.35339261,4.907460568,2.917944966,2,1.5,0,1,1,1,3,20,Possible,Private room,0.728447392,102
2464,52.36063804,4.892718163,2.111191619,2,1.5,0,2,1,3,3,14,Not Possible,Entire home/apt,0.739736431,175
8605,52.36452558,4.881850286,2.019380685,2,1.5,0,3,1,3,3,3,Possible,Private room,0.757796958,100
9231,52.39506068,4.905297503,1.808063303,2,1.5,0,1,1,1,3,17,Not Possible,Entire home/apt,0.723721748,100
57,52.35612066,4.887949318,2.679237832,2,1.5,1,1,1,1,3,18,Not Possible,Entire home/apt,0.773297455,165
92,52.36163564,4.865832618,3.000233361,2,1.5,1,1,1,1,3,7,Not Possible,Entire home/apt,0.796048634,100
327,52.34443878,4.906792334,3.893799679,2,1.5,1,1,1,1,3,14,Not Possible,Entire home/apt,0.774435746,112
728,52.38337124,4.872928288,1.85681445,2,1.5,1,1,1,1,3,13,Not Possible,Entire home/apt,0.819819303,97
801,52.36124277,4.85790625,3.451777492,2,1.5,1,1,1,1,3,7,Not Possible,Entire home/apt,0.770035714,110
1210,52.41148645,4.896760543,3.593623128,2,1.5,1,1,1,1,3,10,Possible,Entire home/apt,0.816594271,90
1266,52.37185672,4.90454251,0.88551993,2,1.5,1,1,1,1,3,1,Not Possible,Private room,0.798786046,100
1452,52.36059839,4.882407075,2.366858451,2,1.5,1,1,1,1,3,4,Not Possible,Entire home/apt,0.780280068,145
1639,52.34700015,4.869015635,4.129744445,2,1.5,1,1,1,1,3,11,Not Possible,Entire home/apt,0.757328816,120
1900,52.35410271,4.839739028,4.916956414,2,1.5,1,1,1,1,3,1,Possible,Private room,0.707834119,40
2487,52.35738452,4.89538945,2.438493216,2,1.5,1,1,1,1,3,6,Not Possible,Entire home/apt,0.765591156,130
2867,52.34969066,4.90546578,3.303485391,2,1.5,1,1,1,1,3,12,Not Possible,Entire home/apt,0.776527437,125
2994,52.38004064,4.886226007,0.900730105,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.818087627,109
3503,52.38261845,4.885216953,1.036749145,2,1.5,1,25,1,25,3,2,Possible,Entire home/apt,0.814146988,129
3861,52.3417511,4.793518399,8.304763495,2,1.5,1,2,1,2,3,55,Not Possible,Private room,0.724006637,49
4717,52.37178671,4.858301745,2.90893941,2,1.5,1,1,1,1,3,2,Not Possible,Private room,0.91575522,65
4896,52.36357836,4.87947199,2.200685367,2,1.5,1,1,1,1,3,13,Not Possible,Entire home/apt,0.702015949,160
5029,52.35668017,4.922677867,2.957107354,2,1.5,1,1,1,1,3,1,Not Possible,Entire home/apt,0.705121231,114
5224,52.37912431,4.889899832,0.646581743,2,1.5,1,4,1,4,3,2,Possible,Private room,0.830074919,130
5358,52.36631207,4.936835243,2.91330789,2,1.5,1,1,1,1,3,10,Possible,Entire home/apt,0.834183734,110
5388,52.35016125,4.861512051,4.126237245,2,1.5,1,1,1,1,3,3,Not Possible,Entire home/apt,0.706993398,130
5567,52.36871456,4.918042763,1.717313285,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.81034137,90
5676,52.37082786,4.911810934,1.252462158,2,1.5,1,1,1,1,3,41,Not Possible,Private room,0.827346055,98
6231,52.36726916,4.875740538,2.082735592,2,1.5,1,1,1,1,3,10,Not Possible,Entire home/apt,0.731659819,199
7061,52.36567181,4.860613346,3.03183526,2,1.5,1,1,1,1,3,8,Not Possible,Entire home/apt,0.846616255,95
7075,52.35164578,4.828985848,5.676043291,2,1.5,1,2,1,2,3,0,Not Possible,Private room,0.849646817,57
7182,52.39203665,4.930434542,2.541671154,2,1.5,1,4,1,5,3,37,Not Possible,Private room,0.92261686,45
7399,52.36575451,4.941419235,3.216171639,2,1.5,1,1,1,1,3,190,Possible,Private room,0.744200882,79
7409,52.35835514,4.888635485,2.428274198,2,1.5,1,1,1,1,3,10,Not Possible,Entire home/apt,0.769963581,125
7552,52.34605611,4.868950073,4.223123468,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.806551972,100
7554,52.36506204,4.902821885,1.586627411,2,1.5,1,1,1,1,3,1,Not Possible,Private room,0.705309364,100
7721,52.36178637,4.858242373,3.398440814,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.788286134,145
7813,52.352161,4.897097262,3.007661675,2,1.5,1,1,1,1,3,21,Not Possible,Entire home/apt,0.789942651,85
7824,52.37158668,4.856321026,3.044165069,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.714638278,85
7826,52.35640605,4.923496127,3.012647546,2,1.5,1,1,1,1,3,9,Possible,Entire home/apt,0.730104703,155
7827,52.35695033,4.911761866,2.609063924,2,1.5,1,1,1,1,3,11,Not Possible,Entire home/apt,0.83664855,95
8161,52.36592055,4.828417355,5.038464357,2,1.5,1,1,1,1,3,17,Not Possible,Entire home/apt,0.760110749,105
8199,52.37016841,4.894294244,1.061261175,2,1.5,1,1,1,1,3,2,Not Possible,Entire home/apt,0.78188071,159
8226,52.35845682,4.907290558,2.36477919,2,1.5,1,2,1,2,3,11,Not Possible,Entire home/apt,0.713828421,130
8389,52.38462553,4.873167938,1.881082803,2,1.5,1,1,1,1,3,0,Possible,Entire home/apt,0.834521043,110
8401,52.3567833,4.879322478,2.839165782,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.703398079,144
8529,52.37295453,4.920274299,1.574597206,2,1.5,1,1,1,1,3,78,Not Possible,Private room,0.738055206,69
8654,52.35585036,4.802976012,7.039839826,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.763475372,95
9066,52.36081988,4.936635815,3.246357549,2,1.5,1,1,1,1,3,8,Not Possible,Entire home/apt,0.752073946,110
9291,52.36861479,4.851684663,3.445779557,2,1.5,1,38,1,43,3,1,Not Possible,Entire home/apt,0.733383985,109
9478,52.37356419,4.850097669,3.404581193,2,1.5,1,1,1,1,3,2,Not Possible,Entire home/apt,0.710260265,80
9630,52.34514335,4.859651538,4.647647648,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.812985744,120
9737,52.36415023,4.940854122,3.269734171,2,1.5,1,1,1,1,3,2,Not Possible,Entire home/apt,0.743973258,94
9746,52.36506683,4.864954767,2.816725155,2,1.5,1,1,1,1,3,8,Not Possible,Entire home/apt,0.723897613,199
9944,52.37183204,4.87032998,2.136797585,2,1.5,1,2,1,2,3,37,Possible,Private room,0.743460899,110
9993,52.3643017,4.832995955,4.801355941,2,1.5,1,1,1,1,3,0,Possible,Private room,0.902819379,35
10224,52.348384,4.840767424,5.250248708,2,1.5,1,1,1,2,3,1,Not Possible,Entire home/apt,0.73034824,100
10236,52.34225646,4.911462637,4.184564395,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.808023347,90
10529,52.32143776,4.964122388,7.776126214,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.777424567,90
10547,52.37230962,4.905975212,0.884033422,2,1.5,1,1,1,1,3,0,Not Possible,Private room,0.812660027,95
10731,52.37213097,4.903788217,0.838176548,2,1.5,1,1,1,1,3,58,Possible,Entire home/apt,0.711088031,225
11433,52.36804357,4.879394244,1.838971028,2,1.5,1,1,1,1,3,15,Not Possible,Private room,0.70690645,109
11456,52.35889461,4.907738013,2.324582186,2,1.5,1,1,1,1,3,158,Possible,Private room,0.840940748,69
11531,52.35801381,4.921772348,2.799095921,2,1.5,1,1,1,2,3,10,Not Possible,Private room,0.704430855,65
11558,52.36348131,4.867833978,2.764505148,2,1.5,1,1,1,1,3,71,Not Possible,Entire home/apt,0.70485198,145
11854,52.38557276,4.901371426,0.721502375,2,1.5,1,1,1,1,3,63,Not Possible,Entire home/apt,0.823368002,87
12138,52.37512978,4.87303607,1.846511626,2,1.5,1,1,1,1,3,12,Not Possible,Entire home/apt,0.752255194,65
12158,52.34903508,4.848539312,4.81187374,2,1.5,1,1,1,1,3,32,Not Possible,Entire home/apt,0.714425434,100
12165,52.37280822,4.84419278,3.813817909,2,1.5,1,1,1,1,3,1,Not Possible,Private room,0.976115871,50
12285,52.37176836,4.871334349,2.076810117,2,1.5,1,1,1,1,3,24,Not Possible,Entire home/apt,0.831417425,104
12340,52.35846286,4.857969749,3.635735865,2,1.5,1,1,1,1,3,11,Not Possible,Private room,0.752082766,99
12380,52.36060415,4.914380592,2.300881791,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.808132812,95
12449,52.32672195,4.857504124,6.487840129,2,1.5,1,1,1,1,3,10,Not Possible,Entire home/apt,0.832778417,55
12589,52.34487023,4.902535112,3.819490641,2,1.5,1,1,1,1,3,5,Not Possible,Entire home/apt,0.813872701,120
12761,52.38373433,4.851626584,3.281721801,2,1.5,1,1,1,1,3,2,Not Possible,Entire home/apt,0.827223254,75
12913,52.35253658,4.88688687,3.081637578,2,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.706235981,140
12969,52.3603431,4.917099862,2.413099221,2,1.5,1,1,1,1,3,17,Not Possible,Private room,0.728490288,60
13032,52.35618478,4.897601049,2.559360655,2,1.5,1,1,1,1,3,65,Not Possible,Entire home/apt,0.830380144,110
13115,52.3807992,4.830557608,4.675326915,2,1.5,1,1,1,1,3,52,Not Possible,Private room,0.771640733,75
13272,52.38904512,4.88868964,1.315442813,2,1.5,1,1,1,2,3,14,Not Possible,Entire home/apt,0.78448179,101
13284,52.37300268,4.857901483,2.899988555,2,1.5,1,91,1,103,3,1,Possible,Entire home/apt,0.743204901,400
14089,52.3777488,4.890974691,0.595545501,2,1.5,1,1,1,1,3,7,Not Possible,Entire home/apt,0.726394458,145
14465,52.3625313,4.863325202,3.070415543,2,1.5,1,11,1,11,3,8,Not Possible,Entire home/apt,0.74506603,84
14536,52.36994427,4.91481827,1.464619033,2,1.5,1,1,1,1,3,117,Possible,Private room,0.786419553,72
14611,52.35939033,4.851081569,3.949960643,2,1.5,1,25,1,25,3,0,Possible,Entire home/apt,0.851947768,99
14676,52.36893179,4.88328869,1.580675372,2,1.5,1,1,1,1,3,6,Not Possible,Entire home/apt,0.740196099,175
14707,52.37853396,4.84639085,3.598710923,2,1.5,1,1,1,1,3,16,Not Possible,Private room,0.753726643,85
14717,52.34136405,4.904619549,4.21802437,2,1.5,1,1,1,1,3,1,Not Possible,Entire home/apt,0.758331948,139
14756,52.35305093,4.854660282,4.20303212,2,1.5,1,1,1,1,3,0,Possible,Private room,0.777939003,70
14929,52.38366518,4.886420979,1.013014345,2,1.5,1,2,1,2,3,0,Not Possible,Private room,0.85407397,70
7283,52.35359538,4.920246374,3.175494374,2,1.5,2,1,1,1,3,9,Not Possible,Entire home/apt,0.856053401,100
9695,52.36085333,4.926223805,2.730606279,2,1.5,2,1,1,1,3,17,Not Possible,Entire home/apt,0.72451714,95
10427,52.35479961,4.918184925,2.994139425,2,1.5,2,3,1,3,3,68,Not Possible,Entire home/apt,0.924542788,95
13624,52.35340114,4.890541035,2.928479535,2,1.5,2,1,1,1,3,0,Not Possible,Entire home/apt,0.709961781,125
291,52.36685235,4.843213094,4.052938929,3,1.5,1,2,1,2,3,0,Not Possible,Private room,0.823924509,65
2624,52.3545741,4.87082325,3.354107414,3,1.5,1,2,1,2,3,1,Not Possible,Private room,0.706131936,120
8476,52.36889157,4.929270427,2.325409235,3,1.5,1,1,1,1,3,0,Not Possible,Entire home/apt,0.743547263,250
8835,52.31771825,4.978720765,8.696616353,3,1.5,1,1,1,1,3,13,Not Possible,Entire home/apt,0.713893764,98
294,52.37005953,4.88929995,1.225408164,3,1.5,2,1,1,1,3,2,Possible,Entire home/apt,0.761639597,360
878,52.36778193,4.86336173,2.755887231,3,1.5,2,1,1,1,3,7,Not Possible,Entire home/apt,0.930812883,89
