#,latitude,longitude,d_centre,accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,minimum_nights,number_of_reviews,instant_bookable,room_type,review_avg,price
7656,52.34567838,4.894956767,3.736228189,1,0,1,1,1,1,0,0,Not Possible,Private room,0.805393883,42
9768,52.34538875,4.817839169,6.690642422,1,0,1,2,1,2,1,16,Not Possible,Shared room,0.708961613,25
456,52.36275627,4.951517161,3.977812574,2,0,1,1,1,1,1,87,Not Possible,Private room,0.76806196,75
2578,52.34484418,4.89819759,3.817490191,2,0,1,4,1,4,1,8,Not Possible,Private room,0.787619295,85
3844,52.36710497,4.860719075,2.949743359,2,0,1,3,1,7,1,3,Not Possible,Private room,0.740229757,75
4466,52.36633391,4.860398537,3.008865574,2,0,1,3,1,7,1,2,Not Possible,Private room,0.777272551,85
7449,52.34309718,4.912670343,4.110107726,2,0,1,2,1,3,1,59,Not Possible,Private room,0.767149842,55
10990,52.36711912,4.858678187,3.07298468,2,0,1,3,1,7,1,7,Not Possible,Private room,0.725571084,70
11294,52.37356864,4.877693952,1.601426114,2,0,1,1,1,1,1,12,Not Possible,Entire home/apt,0.704653345,70
931,52.36787661,4.883529747,1.65652219,3,0,1,1,1,18,1,0,Not Possible,Private room,0.815662062,35
6789,52.3967454,4.915302107,2.228195762,3,0,1,1,1,1,1,11,Not Possible,Entire home/apt,0.884233091,50
11392,52.38337485,4.885104873,1.0773496,3,0,1,1,1,1,1,151,Not Possible,Private room,0.808645719,107
6126,52.37631888,4.890027581,0.71318717,4,0,1,3,2,3,1,7,Not Possible,Shared room,0.705903122,100
795,52.36090556,4.914574577,2.276773824,1,0.5,1,2,1,2,1,5,Not Possible,Private room,0.715607747,55
1845,52.36576666,4.877312484,2.115803023,1,0.5,1,1,1,1,1,0,Not Possible,Private room,0.727083355,56
7179,52.36268856,4.853074593,3.64061692,1,0.5,1,2,1,2,1,40,Not Possible,Private room,0.817618743,59
13831,52.3698704,4.869272451,2.293132157,1,0.5,1,1,1,1,1,20,Not Possible,Private room,0.708178778,80
13945,52.36040675,4.857966675,3.50300076,1,0.5,1,2,1,2,1,115,Possible,Private room,0.872310283,49
9613,52.3752319,4.845636479,3.675681938,2,0.5,0,1,1,1,1,6,Not Possible,Entire home/apt,0.724716227,90
12826,52.36662701,4.872871377,2.27938036,2,0.5,0,1,1,1,1,156,Possible,Private room,0.740353992,72
1015,52.38908167,4.942279065,3.107215982,2,0.5,1,1,1,1,1,0,Not Possible,Private room,0.867764411,60
1877,52.37799582,4.932392184,2.239861127,2,0.5,1,1,1,1,1,33,Possible,Private room,0.840849253,90
2613,52.36009361,4.902856431,2.134666653,2,0.5,1,1,1,1,1,58,Not Possible,Entire home/apt,0.87415563,55
3142,52.34367582,4.863882863,4.625319968,2,0.5,1,1,1,1,1,129,Possible,Private room,0.885794596,45
3960,52.37350765,4.898867154,0.632497981,2,0.5,1,15,1,15,1,6,Not Possible,Private room,0.812327727,120
4281,52.36896435,4.850370672,3.516958168,2,0.5,1,1,1,1,1,1,Not Possible,Private room,0.887873296,45
5907,52.35459641,4.844950905,4.597146,2,0.5,1,1,1,1,1,0,Not Possible,Private room,0.708599989,50
6374,52.34936873,4.798110988,7.632231293,2,0.5,1,2,1,2,1,171,Not Possible,Private room,0.808752357,40
8696,52.34951654,4.905558196,3.323465391,2,0.5,1,1,1,1,1,3,Not Possible,Private room,0.856598123,50
8971,52.38301158,4.882359601,1.233432758,2,0.5,1,1,1,1,1,9,Not Possible,Entire home/apt,0.741068229,84
10642,52.35240205,4.856930144,4.14458856,2,0.5,1,1,1,1,1,3,Not Possible,Private room,0.752718855,50
11477,52.38496389,4.869911007,2.102663309,2,0.5,1,2,1,2,1,60,Not Possible,Shared room,0.831695056,50
12000,52.35969014,4.914726687,2.402522655,2,0.5,1,2,1,2,1,11,Not Possible,Private room,0.845050289,65
12580,52.36008584,4.893952981,2.155133471,2,0.5,1,1,1,2,1,1,Not Possible,Private room,0.755551305,70
12730,52.36110814,4.94083274,3.45365473,2,0.5,1,3,1,3,1,28,Possible,Private room,0.930169441,45
13050,52.35045011,4.799362513,7.503817822,2,0.5,1,2,1,2,1,184,Not Possible,Private room,0.812765088,60
14664,52.35465738,4.830191507,5.431748518,2,0.5,1,1,1,1,1,51,Possible,Private room,0.759017932,40
2778,52.37355664,4.899852311,0.626548909,3,0.5,1,15,1,15,1,25,Not Possible,Private room,0.718198503,135
10884,52.35130639,4.90483861,3.120110487,3,0.5,1,1,1,1,1,6,Not Possible,Entire home/apt,0.720683298,79
8461,52.38270526,4.902880942,0.455461483,4,0.5,2,1,1,1,1,65,Possible,Entire home/apt,0.750923819,80
10246,52.35471171,4.806235959,6.883773243,4,0.5,2,1,1,1,1,3,Not Possible,Entire home/apt,0.750627823,100
11510,52.35199157,4.998709977,7.383512193,4,0.5,3,1,1,1,1,1,Not Possible,Entire home/apt,0.800402633,90
528,52.38270715,4.836138988,4.310970164,2,0.5,1,2,2,2,1,22,Possible,Private room,0.79789378,75
6072,52.35357868,4.81240185,6.555288002,2,0.5,1,2,2,2,1,8,Not Possible,Private room,0.7461555,47
9839,52.36099084,4.906988802,2.08627251,2,0.5,1,1,2,2,1,3,Not Possible,Private room,0.74829611,88
11760,52.3569351,4.909300514,2.562033178,2,0.5,1,4,2,4,1,1,Possible,Private room,0.842535204,70
12863,52.38213729,4.837010887,4.246747841,2,0.5,1,2,2,2,1,37,Possible,Private room,0.707009149,73
1998,52.36879723,4.86610166,2.53895596,3,0.5,1,3,2,3,1,115,Possible,Private room,0.746344307,100
2228,52.36934754,4.932957128,2.523744929,3,0.5,1,1,2,1,1,33,Not Possible,Private room,0.771371008,59
14392,52.36114947,4.939653177,3.386158585,3,0.5,1,3,2,3,1,22,Possible,Private room,0.709627302,75
11493,52.38167157,4.90027532,0.281757773,4,0.5,0,2,2,2,1,3,Possible,Entire home/apt,0.714452778,81
334,52.36781877,4.866536048,2.564556985,4,0.5,1,3,2,3,1,147,Possible,Private room,0.715395293,99
760,52.3809797,4.902344609,0.280461709,4,0.5,2,2,2,2,1,1,Possible,Entire home/apt,0.727149583,141
2821,52.35856961,4.887475824,2.430676112,4,0.5,2,1,2,1,1,0,Not Possible,Entire home/apt,0.745388326,139
8830,52.39195145,4.920552372,2.015830058,2,0.5,1,1,4,1,1,111,Possible,Private room,0.727023993,45
4743,52.31956588,4.977610504,8.488902655,0,1,1,1,1,1,1,7,Possible,Entire home/apt,0.716833587,75
553,52.35568282,4.949269094,4.273017656,1,1,0,2,1,2,1,0,Not Possible,Entire home/apt,0.780862301,55
1431,52.36944837,4.877231643,1.85467723,1,1,0,1,1,1,1,13,Not Possible,Private room,0.711719379,41
6719,52.38820246,4.912319208,1.329446862,1,1,0,1,1,1,1,0,Not Possible,Entire home/apt,0.711477573,45
13296,52.38497681,4.879380175,1.504459224,1,1,0,1,1,1,1,0,Not Possible,Entire home/apt,0.714972786,98
112,52.32383606,4.962745099,7.503674163,1,1,1,1,1,1,1,16,Not Possible,Private room,0.840831634,30
225,52.35237535,4.853174226,4.327841206,1,1,1,1,1,1,1,8,Not Possible,Private room,0.894450174,50
371,52.35787227,4.889854657,2.456322521,1,1,1,2,1,2,1,62,Possible,Private room,0.758208069,79
627,52.40376406,4.905372231,2.760467614,1,1,1,1,1,1,1,27,Not Possible,Private room,0.834157364,74
671,52.3686074,4.856540869,3.138390345,1,1,1,2,1,2,1,6,Possible,Private room,0.881461165,61
819,52.37811098,4.802391872,6.583763299,1,1,1,2,1,2,1,35,Possible,Private room,0.765775004,22
1001,52.35100083,4.903011685,3.141822563,1,1,1,2,1,2,1,0,Possible,Private room,0.759077098,60
1004,52.36144981,4.937155288,3.230641206,1,1,1,1,1,1,1,1,Not Possible,Private room,0.745558221,35
1257,52.35901927,4.784486982,8.114628339,1,1,1,1,1,1,1,26,Not Possible,Private room,0.894851051,30
1310,52.35288553,5.006274002,7.816857407,1,1,1,1,1,1,1,1,Not Possible,Private room,0.871697945,50
1324,52.37668572,4.8460708,3.630434236,1,1,1,1,1,1,1,4,Possible,Entire home/apt,0.820020319,30
1360,52.31600673,4.94550796,7.68633502,1,1,1,1,1,1,1,3,Not Possible,Private room,0.717567614,50
1395,52.38471031,4.891252383,0.827167884,1,1,1,1,1,1,1,4,Not Possible,Private room,0.811268212,85
1535,52.37450069,4.905481952,0.663269944,1,1,1,1,1,1,1,0,Not Possible,Private room,0.933535308,60
1700,52.34830666,4.867678528,4.05214133,1,1,1,1,1,1,1,0,Possible,Private room,0.807941825,37
1997,52.36833839,4.849753364,3.579469187,1,1,1,2,1,2,1,127,Possible,Private room,0.913259307,57
2150,52.3767271,4.859559297,2.718550109,1,1,1,1,1,1,1,4,Not Possible,Private room,0.749516083,75
2182,52.36093963,4.85265756,3.766134127,1,1,1,3,1,3,1,37,Not Possible,Private room,0.811076629,40
2189,52.35975308,4.866176048,3.123432473,1,1,1,1,1,1,1,11,Not Possible,Private room,0.871347538,70
2381,52.3534276,4.919503528,3.170225747,1,1,1,1,1,3,1,145,Possible,Private room,0.750156462,60
2698,52.38241212,4.871862171,1.904038596,1,1,1,2,1,2,1,5,Possible,Private room,0.793532691,55
2726,52.36217009,4.850716825,3.807973313,1,1,1,1,1,1,1,15,Not Possible,Private room,0.866342163,55
2774,52.34926185,4.874913064,3.718598451,1,1,1,3,1,3,1,0,Not Possible,Private room,0.849773106,75
2796,52.29665506,4.972100044,10.41456379,1,1,1,1,1,1,1,2,Not Possible,Private room,0.702002919,30
2935,52.34628918,4.906801677,3.690050993,1,1,1,1,1,1,1,2,Not Possible,Private room,0.937775108,30
3115,52.37005206,4.935033108,2.620035999,1,1,1,1,1,1,1,4,Not Possible,Private room,0.735091423,70
3200,52.35215836,4.85620496,4.198315304,1,1,1,1,1,3,1,14,Not Possible,Private room,0.756420722,90
3279,52.36098829,4.854916503,3.634909362,1,1,1,1,1,1,1,1,Not Possible,Private room,0.953717166,40
3308,52.3449773,4.888094599,3.87883233,1,1,1,1,1,1,1,1,Not Possible,Private room,0.94626952,43
3338,52.35059766,4.887218285,3.283513619,1,1,1,1,1,1,1,13,Not Possible,Private room,0.827393759,85
3677,52.37399046,4.848114546,3.528833466,1,1,1,1,1,1,1,5,Not Possible,Private room,0.740296846,65
3702,52.29989279,4.987946849,10.6660972,1,1,1,2,1,2,1,1,Possible,Private room,0.776698362,70
3832,52.35725435,4.856342649,3.806414854,1,1,1,1,1,1,1,3,Not Possible,Private room,0.907553213,33
3893,52.35464558,4.855568916,4.036872278,1,1,1,1,1,1,1,11,Not Possible,Private room,0.772610802,45
3941,52.35992697,4.862859671,3.277003047,1,1,1,1,1,1,1,3,Not Possible,Private room,0.895952288,50
3958,52.34473464,4.892279958,3.859375749,1,1,1,4,1,4,1,11,Not Possible,Private room,0.81560663,80
4217,52.3565729,4.90034349,2.513979057,1,1,1,1,1,1,1,1,Not Possible,Private room,0.853950698,80
4224,52.37752768,4.845008323,3.696413447,1,1,1,1,1,1,1,6,Not Possible,Entire home/apt,0.825344369,53
4229,52.37566839,4.892424295,0.615616389,1,1,1,10,1,10,1,108,Not Possible,Private room,0.913939701,59
4276,52.35844105,4.794594295,7.477539503,1,1,1,1,1,1,1,3,Not Possible,Private room,0.806297256,40
4414,52.34902923,4.909316648,3.417981821,1,1,1,9,1,9,1,3,Not Possible,Private room,0.854451476,80
4423,52.40380141,4.901146838,2.737530425,1,1,1,2,1,2,1,15,Not Possible,Private room,0.750775913,65
4428,52.37973769,4.852524325,3.18245165,1,1,1,1,1,2,1,10,Not Possible,Private room,0.717917381,50
4606,52.36722001,4.870207423,2.387442231,1,1,1,1,1,1,1,0,Not Possible,Private room,0.745074856,80
4712,52.35632804,4.897693795,2.543160329,1,1,1,1,1,1,1,2,Not Possible,Entire home/apt,0.823411192,95
4765,52.30888468,4.9564602,8.719276072,1,1,1,1,1,1,1,1,Not Possible,Private room,0.747203526,40
4866,52.38745354,4.883079493,1.439978611,1,1,1,2,1,2,1,63,Possible,Private room,0.777967724,60
4889,52.32678364,4.874210432,6.069937658,1,1,1,1,1,1,1,2,Not Possible,Private room,0.801170587,50
5180,52.39533395,4.91670104,2.142602762,1,1,1,1,1,1,1,32,Possible,Private room,0.836794644,39
5380,52.36471562,4.874472605,2.335407325,1,1,1,2,1,2,1,0,Not Possible,Private room,0.7987857,79
5629,52.32545726,4.868808582,6.322375572,1,1,1,1,1,2,1,1,Not Possible,Private room,0.868446845,67
5673,52.36114708,4.85115138,3.840547737,1,1,1,1,1,1,1,1,Possible,Private room,0.755127418,70
5716,52.34668882,4.85704988,4.616782289,1,1,1,1,1,1,1,23,Not Possible,Private room,0.725591608,55
6077,52.35188991,4.904508104,3.053114189,1,1,1,1,1,1,1,10,Not Possible,Private room,0.881953103,75
6112,52.38212789,4.877979663,1.491290262,1,1,1,1,1,1,1,1,Possible,Shared room,0.82070507,46
6125,52.36932699,4.865940191,2.522577565,1,1,1,1,1,1,1,2,Not Possible,Private room,0.787156947,70
6469,52.34400349,4.896849414,3.913916342,1,1,1,1,1,1,1,9,Possible,Private room,0.849271603,59
6497,52.35446172,4.856672513,3.996013282,1,1,1,1,1,1,1,2,Not Possible,Private room,0.733128715,44
6584,52.37440091,4.935946542,2.533644358,1,1,1,2,1,2,1,64,Not Possible,Private room,0.774366897,60
6702,52.34846648,4.909540385,3.482282212,1,1,1,9,1,9,1,6,Not Possible,Private room,0.828329196,69
6777,52.3617125,4.85275532,3.7149118,1,1,1,1,1,1,1,0,Not Possible,Private room,0.827308627,60
6786,52.35492097,4.889021852,2.787743189,1,1,1,1,1,1,1,6,Possible,Private room,0.75793518,150
6936,52.35208443,4.799700095,7.407293103,1,1,1,1,1,1,1,0,Not Possible,Private room,0.81026636,40
7095,52.36724023,4.866111196,2.621658926,1,1,1,1,1,1,1,0,Not Possible,Private room,0.867666871,49
7213,52.34663678,4.897420756,3.619940015,1,1,1,2,1,2,1,0,Not Possible,Private room,0.70502907,85
7404,52.36323894,4.87793658,2.295277222,1,1,1,1,1,1,1,0,Possible,Private room,0.955094015,20
7561,52.35384271,4.917840492,3.081181566,1,1,1,3,1,3,1,0,Possible,Private room,0.796933582,55
7730,52.38419684,4.872043807,1.939251815,1,1,1,2,1,2,1,5,Not Possible,Private room,0.98384391,40
7749,52.36163441,4.927240043,2.713928728,1,1,1,1,1,1,1,16,Not Possible,Entire home/apt,0.982730015,45
7754,52.35807193,4.921503739,2.783820581,1,1,1,3,1,3,1,89,Not Possible,Private room,0.801293716,69
7758,52.37498866,4.853609919,3.143244166,1,1,1,1,1,1,1,4,Possible,Private room,0.82718102,50
7760,52.35139111,4.88781907,3.187951597,1,1,1,1,1,1,1,0,Not Possible,Private room,0.703028579,300
7823,52.32375392,4.968984909,7.761269105,1,1,1,1,1,1,1,3,Possible,Private room,0.769631482,45
7863,52.29844005,5.000179924,11.28322846,1,1,1,1,1,1,1,44,Possible,Private room,0.899226992,38
8010,52.34547273,4.820473038,6.538142424,1,1,1,1,1,1,1,6,Possible,Private room,0.773533111,101
8670,52.35621789,4.881794636,2.819240379,1,1,1,2,1,2,1,49,Not Possible,Private room,0.797758004,99
8856,52.36154897,4.864284614,3.086899767,1,1,1,1,1,1,1,94,Not Possible,Shared room,0.725432849,51
8918,52.37109596,4.940897696,2.953387515,1,1,1,1,1,2,1,105,Not Possible,Private room,0.833573869,43
9039,52.36731818,4.87385807,2.179501363,1,1,1,1,1,2,1,9,Not Possible,Shared room,0.920746786,57
9145,52.37196228,4.852109563,3.309207254,1,1,1,1,1,1,1,0,Not Possible,Entire home/apt,0.939719785,49
9343,52.4086015,4.922094494,3.61175765,1,1,1,1,1,1,1,1,Not Possible,Shared room,0.996582816,23
9545,52.34938799,4.912548742,3.429184042,1,1,1,9,1,9,1,2,Not Possible,Private room,0.732237204,85
9896,52.36236149,4.935633796,3.08706652,1,1,1,1,1,1,1,1,Not Possible,Private room,0.936930777,49
10083,52.35685204,4.94393789,3.909075454,1,1,1,1,1,1,1,0,Not Possible,Private room,0.855230627,39
10165,52.35939742,4.914945097,2.438262561,1,1,1,2,1,2,1,4,Possible,Private room,0.80125497,54
10546,52.369875,4.849309268,3.554371766,1,1,1,1,1,1,1,87,Not Possible,Private room,0.777085238,46
10566,52.37193715,4.876612354,1.745213626,1,1,1,1,1,1,1,31,Not Possible,Private room,0.867349656,70
10874,52.37163229,4.853667383,3.216176802,1,1,1,1,1,1,1,8,Possible,Private room,0.819112624,55
10920,52.38351116,4.848036931,3.519047662,1,1,1,2,1,2,1,14,Not Possible,Private room,0.717247785,60
11035,52.35958794,4.866245955,3.132742281,1,1,1,1,1,1,1,1,Not Possible,Private room,0.978063169,40
11061,52.36470577,4.905359494,1.658949823,1,1,1,1,1,2,1,122,Not Possible,Private room,0.863556119,79
11206,52.36921298,4.857223394,3.070557257,1,1,1,1,1,1,1,4,Not Possible,Private room,0.810519655,62
11336,52.36433754,4.93207993,2.762310978,1,1,1,1,1,1,1,21,Not Possible,Private room,0.961720197,40
11500,52.34349527,4.901863443,3.969902828,1,1,1,4,1,4,1,12,Not Possible,Private room,0.71496232,74
11538,52.38268423,4.847999834,3.510220431,1,1,1,2,1,2,1,0,Not Possible,Private room,0.796074156,120
11591,52.38738827,4.883071205,1.435798217,1,1,1,2,1,2,1,85,Possible,Private room,0.700296677,80
11592,52.34926555,4.91369343,3.463225207,1,1,1,9,1,9,1,15,Not Possible,Private room,0.852986553,75
11790,52.37265326,4.836613453,4.322954404,1,1,1,1,1,1,1,0,Possible,Private room,0.832289141,70
11803,52.34097431,4.918157948,4.432702828,1,1,1,1,1,1,1,1,Not Possible,Private room,0.731818284,80
11937,52.37229031,4.852377796,3.282842283,1,1,1,1,1,1,1,0,Not Possible,Private room,0.941185731,30
11972,52.34771175,4.787205438,8.38037899,1,1,1,1,1,1,1,27,Not Possible,Private room,0.817992459,43
12054,52.38348686,4.848594497,3.481214435,1,1,1,2,1,2,1,5,Not Possible,Private room,0.937274916,48
12262,52.31177155,4.952735243,8.319919209,1,1,1,1,1,1,1,0,Possible,Shared room,0.85851715,50
12283,52.37805072,4.886641647,0.876742341,1,1,1,1,1,1,1,0,Not Possible,Shared room,0.846632093,75
12361,52.41693315,4.896992908,4.197579995,1,1,1,1,1,1,1,11,Not Possible,Private room,0.738280178,54
12389,52.36784712,4.857123658,3.134794254,1,1,1,2,1,2,1,7,Not Possible,Private room,0.835718476,75
12466,52.34661011,4.846673548,5.091547782,1,1,1,1,1,1,1,0,Possible,Private room,0.979876775,23
12712,52.35584111,4.904839076,2.620358211,1,1,1,1,1,1,1,2,Not Possible,Private room,0.873145677,75
12848,52.37342778,4.909776573,0.949970526,1,1,1,5,1,5,1,6,Not Possible,Private room,0.996374842,39
12879,52.35440467,4.890193527,2.824584868,1,1,1,1,1,1,1,1,Not Possible,Private room,0.851599797,60
13189,52.40431658,4.909595046,2.876121038,1,1,1,1,1,2,1,46,Possible,Private room,0.826767886,59
13642,52.37160206,4.90060874,0.846877258,1,1,1,1,1,1,1,22,Possible,Private room,0.730901289,73
13718,52.37115032,4.922246542,1.787101292,1,1,1,1,1,1,1,0,Not Possible,Private room,0.826726971,100
13741,52.37122778,4.895101383,0.932176687,1,1,1,1,1,1,1,0,Possible,Private room,0.888864145,72
13935,52.36631145,4.874415451,2.219950027,1,1,1,1,1,1,1,1,Not Possible,Private room,0.818603493,70
14052,52.37926088,4.852442775,3.187426594,1,1,1,1,1,1,1,0,Not Possible,Private room,0.818393822,35
14080,52.37599072,4.891431445,0.648691507,1,1,1,10,1,10,1,84,Not Possible,Private room,0.882997341,69
14342,52.36547714,4.937312677,2.987820694,1,1,1,2,1,2,1,2,Not Possible,Shared room,0.933197242,35
14378,52.373092,4.883779436,1.259539987,1,1,1,1,1,1,1,16,Not Possible,Entire home/apt,0.834006916,75
14476,52.32283681,4.977616494,8.208484616,1,1,1,3,1,3,1,0,Not Possible,Shared room,0.847841563,65
14892,52.35019653,4.782922428,8.537151415,1,1,1,2,1,2,1,6,Not Possible,Private room,0.75648683,55
2610,52.34876683,4.907640366,3.4262566,1,1,2,1,1,1,1,0,Not Possible,Entire home/apt,0.969156949,70
3446,52.35518944,4.848589452,4.360433217,1,1,2,1,1,1,1,3,Not Possible,Entire home/apt,0.747807931,115
5688,52.38026462,4.872490149,1.831399615,1,1,2,1,1,1,1,0,Not Possible,Private room,0.993396877,60
73,52.36290163,4.907508851,1.891093263,2,1,0,1,1,1,1,3,Not Possible,Entire home/apt,0.762349704,100
77,52.37452664,4.856923966,2.929767663,2,1,0,1,1,1,1,3,Not Possible,Entire home/apt,0.732145866,120
82,52.3700384,4.880055443,1.661874633,2,1,0,3,1,3,1,3,Not Possible,Entire home/apt,0.706153244,255
252,52.37570976,4.878779287,1.453324196,2,1,0,5,1,5,1,14,Possible,Entire home/apt,0.760890692,109
321,52.36480129,4.932992782,2.782278742,2,1,0,1,1,1,1,10,Not Possible,Entire home/apt,0.758741235,80
433,52.36369511,4.875067678,2.386784762,2,1,0,1,1,1,1,0,Not Possible,Entire home/apt,0.762837854,96
541,52.35710194,4.918813832,2.784570877,2,1,0,1,1,1,1,1,Not Possible,Entire home/apt,0.773474626,80
766,52.37944283,4.870260527,1.978957606,2,1,0,1,1,1,1,5,Not Possible,Entire home/apt,0.773172139,90
767,52.37271738,4.8843702,1.249437132,2,1,0,2,1,2,1,1,Possible,Private room,0.75626892,79
862,52.37679738,4.893851733,0.462469463,2,1,0,1,1,1,1,6,Not Possible,Entire home/apt,0.743711385,96
1515,52.33789709,4.920573876,4.807687249,2,1,0,2,1,2,1,5,Not Possible,Entire home/apt,0.701685879,115
1912,52.36985831,4.882457799,1.549527038,2,1,0,1,1,1,1,3,Not Possible,Entire home/apt,0.737531529,125
1919,52.37024304,4.906931718,1.116787431,2,1,0,1,1,1,1,4,Not Possible,Entire home/apt,0.761342146,110
1982,52.37247101,4.968240033,4.727295155,2,1,0,1,1,1,1,12,Not Possible,Entire home/apt,0.707115506,53
2002,52.32564416,4.883085248,6.0527301,2,1,0,1,1,1,1,1,Possible,Entire home/apt,0.724457585,75
2458,52.38901721,4.878238139,1.805288121,2,1,0,1,1,1,1,24,Not Possible,Entire home/apt,0.787466511,75
2800,52.37953194,4.882106129,1.175835863,2,1,0,1,1,1,1,0,Not Possible,Entire home/apt,0.758416582,90
2859,52.37413104,4.877491089,1.590959918,2,1,0,1,1,1,1,0,Possible,Entire home/apt,0.72918239,110
2904,52.35639262,4.922443274,2.975804916,2,1,0,1,1,1,1,2,Not Possible,Entire home/apt,0.759247426,120
3015,52.3529282,4.914361566,3.089089982,2,1,0,1,1,1,1,7,Not Possible,Entire home/apt,0.739676258,125
3155,52.34259631,4.799252387,7.921692551,2,1,0,1,1,1,1,75,Not Possible,Private room,0.730855248,90
3318,52.32538729,4.94820107,6.833975346,2,1,0,1,1,1,1,12,Not Possible,Entire home/apt,0.717746241,55
3474,52.3514179,4.894223849,3.106227981,2,1,0,1,1,1,1,0,Not Possible,Entire home/apt,0.719476454,125
3525,52.35300516,4.90588308,2.942434457,2,1,0,1,1,1,1,1,Not Possible,Entire home/apt,0.766542673,65
4196,52.33903163,4.917802556,4.633392383,2,1,0,1,1,1,1,22,Not Possible,Entire home/apt,0.704880409,94
4298,52.34045316,4.91912322,4.50720374,2,1,0,1,1,1,1,41,Not Possible,Entire home/apt,0.744688864,76
4393,52.36514167,4.866794749,2.709150671,2,1,0,1,1,1,1,15,Not Possible,Entire home/apt,0.773750272,82
4504,52.37769117,4.843359612,3.807274891,2,1,0,1,1,1,1,18,Not Possible,Entire home/apt,0.70768376,65
4570,52.37247548,4.865096645,2.445788326,2,1,0,1,1,1,1,4,Possible,Entire home/apt,0.704494067,120
4603,52.35802401,4.899683093,2.352024067,2,1,0,1,1,1,1,5,Not Possible,Entire home/apt,0.729647552,75
4805,52.35566339,4.892025107,2.662143679,2,1,0,1,1,2,1,4,Not Possible,Entire home/apt,0.729069996,100
4963,52.37957163,4.880595301,1.2784106,2,1,0,1,1,1,1,2,Not Possible,Entire home/apt,0.728960816,99
5028,52.36279624,4.885850872,2.041402285,2,1,0,1,1,1,1,1,Not Possible,Entire home/apt,0.755505531,120
5075,52.36098561,4.868512733,2.914191871,2,1,0,1,1,1,1,4,Not Possible,Entire home/apt,0.72569716,100
5584,52.3388393,4.919707261,4.690263642,2,1,0,1,1,1,1,5,Not Possible,Entire home/apt,0.710044865,80
5598,52.37822879,4.881380483,1.229100202,2,1,0,1,1,1,1,15,Possible,Entire home/apt,0.768902869,129
5652,52.38217905,4.888640343,0.803840136,2,1,0,1,1,1,1,2,Not Possible,Entire home/apt,0.722625688,129
5774,52.37065688,4.865927912,2.462712001,2,1,0,1,1,1,1,1,Not Possible,Entire home/apt,0.715350591,150
5865,52.37685459,4.846046325,3.630693645,2,1,0,1,1,1,1,71,Possible,Private room,0.73376343,65
5944,52.36872767,4.891690923,1.275609873,2,1,0,1,1,1,1,0,Not Possible,Entire home/apt,0.710508056,114
6040,52.35641722,4.892738364,2.57093917,2,1,0,1,1,1,1,0,Not Possible,Entire home/apt,0.759147424,70
6069,52.36993617,4.931544291,2.409066802,2,1,0,1,1,1,1,1,Not Possible,Entire home/apt,0.746163303,106
6176,52.32225989,4.955654344,7.38822715,2,1,0,1,1,1,1,4,Not Possible,Entire home/apt,0.764564884,55
6214,52.3862687,4.887792821,1.114499802,2,1,0,2,1,2,1,0,Not Possible,Entire home/apt,0.753799656,98
6305,52.37523811,4.902673856,0.491073429,2,1,0,1,1,1,1,34,Not Possible,Entire home/apt,0.724122998,90
6461,52.37572637,4.89600191,0.449635211,2,1,0,1,1,1,1,4,Possible,Entire home/apt,0.724143735,185
6548,52.3765622,4.877224058,1.534460467,2,1,0,5,1,5,1,4,Possible,Entire home/apt,0.72412804,109
6578,52.37564536,4.877529855,1.537012197,2,1,0,5,1,5,1,0,Possible,Entire home/apt,0.707295285,99
6666,52.32594608,4.94674827,6.732110252,2,1,0,1,1,2,1,6,Not Possible,Entire home/apt,0.720975243,52
6819,52.36905066,4.889833235,1.301252434,2,1,0,1,1,1,1,8,Not Possible,Entire home/apt,0.739093894,150
7441,52.34016777,4.918251306,4.520428823,2,1,0,1,1,1,1,0,Possible,Entire home/apt,0.707057258,80
7571,52.38111816,4.885305459,0.9818663,2,1,0,1,1,1,1,15,Not Possible,Entire home/apt,0.706752875,99
7638,52.37499642,4.844453842,3.758508954,2,1,0,1,1,1,1,0,Not Possible,Entire home/apt,0.745619089,60
7925,52.34030649,4.920604109,4.553480948,2,1,0,1,1,2,1,2,Not Possible,Entire home/apt,0.757894411,49
7948,52.32637372,4.947624131,6.719116709,2,1,0,1,1,1,1,0,Not Possible,Entire home/apt,0.767738427,45
8047,52.35562677,4.888986258,2.712571386,2,1,0,1,1,1,1,10,Not Possible,Entire home/apt,0.741985704,85
8536,52.3791078,4.88652742,0.875354227,2,1,0,1,1,1,1,0,Possible,Private room,0.721759398,100
8726,52.38884299,4.878261823,1.792356956,2,1,0,1,1,1,1,2,Not Possible,Entire home/apt,0.704281148,70
9072,52.35573656,4.896508402,2.6136891,2,1,0,1,1,1,1,1,Not Possible,Entire home/apt,0.756235102,100
9076,52.36342813,4.885978136,1.974988329,2,1,0,1,1,1,1,12,Not Possible,Entire home/apt,0.737475593,125
9149,52.36131618,4.858855738,3.394618931,2,1,0,1,1,1,1,2,Not Possible,Entire home/apt,0.756525549,89
9191,52.3627977,4.894281443,1.854690375,2,1,0,2,1,2,1,100,Possible,Entire home/apt,0.739421152,85
9305,52.36729786,4.92425772,2.140814628,2,1,0,18,1,25,1,2,Not Possible,Entire home/apt,0.727938537,150
